20190411,15685,15660,15660,15710,59,1600.0,2.26,0.01,0,39,-39,6274
20190410,15640,15585,15585,15695,84,7300.0,2.26,0.02,0,63,-63,6256
20190409,15585,15595,15580,15595,58,24.44,2.26,0.01,0,-1,1,6234
20190408,15595,15375,15375,15595,591,43.05,2.26,0.15,0,156,-86,6238
20190405,15375,15320,15310,15375,144,0.0,2.26,0.04,0,-19,19,6150
20190404,15380,15340,15340,15395,15,0.0,2.26,0.0,0,9,-9,6152
20190403,15310,15270,15270,15310,9,0.0,2.26,0.0,0,9,-9,6124
20190402,15270,15250,15250,15270,143,60.0,2.26,0.04,0,108,-108,6108
20190401,15250,15480,15250,15480,171,0.0,2.26,0.04,0,-100,100,6100
20190329,15215,15370,15155,15370,756,227.27,2.26,0.19,-453,660,-207,6086
20190328,15285,15290,15135,15290,547,0.37,2.37,0.14,-503,525,-22,6114
20190327,15290,15225,15155,15310,122,5.88,2.5,0.03,0,112,-112,6116
20190326,15220,15300,15215,15300,686,0.0,2.5,0.17,0,685,-685,6088
20190325,15100,15285,15100,15370,630,43.58,2.5,0.16,-114,300,-186,6040
20190322,15355,15190,15185,15355,1634,357.14,2.53,0.41,140,352,-477,6142
20190321,15115,15115,15115,15155,193,388.89,2.49,0.05,0,-23,23,6046
20190320,15115,15155,14955,15155,144,9.16,2.49,0.04,0,61,-61,6046
20190319,15155,15180,15155,15180,218,0.0,2.49,0.05,0,-216,216,6062
20190318,15100,15000,14975,15100,302,0.41,2.49,0.08,0,215,-215,6040
20190315,14975,14975,14810,14975,178,9.72,2.49,0.04,-10,148,-138,5990
20190314,14975,14975,14975,14975,12,0.0,2.5,0.0,0,0,0,5990
20190313,14975,14795,14670,14975,10085,9999.99,2.5,2.52,9986,-10076,90,5990
20190312,14965,15045,14965,15045,191,184.85,0.0,0.05,0,-69,69,5986
20190311,15140,15215,15110,15215,37,3400.0,0.0,0.01,0,-35,35,6056
20190308,15215,15150,15125,15240,2917,56.56,0.0,0.73,-2838,2911,-73,6086
20190307,15225,14900,14900,15230,1194,17.44,0.71,0.3,-499,458,41,6090
20190306,14895,14800,14705,14895,2352,14.59,0.83,0.59,-1049,1729,-680,5958
20190305,14800,15015,14760,15015,3150,26.9,1.1,0.79,-1606,1530,77,5920
20190304,14750,14825,13860,14825,4374,129.18,1.5,1.09,-3589,3926,-338,5900
20190228,15120,15115,15010,15200,1701,49.81,2.4,0.43,-1061,955,106,6048
20190227,15150,15335,15120,15335,474,8.94,2.66,0.12,-7,276,-269,6060
20190226,15275,15290,15225,15290,563,2.34,2.66,0.14,0,491,-491,6110
20190225,15280,15275,15215,15280,149,39.8,2.66,0.04,-90,-2,92,6112
20190222,15260,15295,15170,15295,145,557.89,2.68,0.04,-7,-86,93,6104
20190221,15240,15265,15220,15265,1040,2.76,2.69,0.26,0,-31,31,6096
20190220,15245,15045,15030,15245,1301,1062.16,2.69,0.33,0,1195,-106,6098
20190219,15125,15135,15105,15135,1833,9999.99,2.69,0.46,0,1779,21,6050
20190218,15175,15175,15100,15175,764,6.93,2.69,0.19,-647,566,81,6070
20190215,15175,15185,15125,15320,2486,22.44,2.85,0.62,-577,1214,-600,6070
20190214,15180,15080,15050,15180,1821,9999.99,2.99,0.46,-1000,1775,-775,6072
20190213,15180,15305,15165,15305,1468,144.5,3.24,0.37,-1128,1067,61,6072
20190212,15400,15375,15345,15505,292,9.13,3.52,0.07,-175,228,-63,6160
20190211,15510,15315,15315,15510,2585,286.02,3.57,0.65,-2000,2251,-301,6204
20190208,15380,15495,15380,15535,1564,3.74,4.07,0.39,-1497,1495,32,6152
20190207,15485,15390,15320,15485,1348,370.42,4.44,0.34,-1000,1179,-179,6194
20190201,15445,15595,15105,15595,7016,1012.8,4.69,1.75,1941,1595,1446,6178
20190131,15305,15170,15135,15320,985,99.8,4.21,0.25,0,-247,252,6122
20190130,15050,15310,15050,15310,2208,85.31,4.21,0.55,-1103,1051,52,6020
20190129,15240,15300,15175,15310,1051,635.92,4.48,0.26,-1000,962,35,6096
20190128,15280,15275,15260,15365,686,23.41,4.73,0.17,-400,0,0,6112
20190125,15275,15260,15250,15390,726,340.74,4.83,0.18,0,-483,483,6110
20190124,15280,15145,15075,15300,1665,1.04,4.83,0.42,-1494,1545,-62,6112
20190123,14975,15160,14975,15215,2275,35.04,5.21,0.57,-2002,1979,8,5990
20190122,15175,15030,15030,15235,543,0.0,5.71,0.14,0,-460,-40,6070
20190121,15225,15305,15220,15310,2021,28.46,5.71,0.51,0,-1800,800,6090
20190118,15305,15200,15060,15305,785,4.59,5.71,0.2,0,-65,65,6122
20190117,15135,14850,14850,15145,230,494.12,5.71,0.06,0,186,-198,6054
20190116,14950,15105,14950,15500,2505,36.29,5.71,0.63,-758,-422,180,5980
20190115,15285,15270,15170,15365,5304,118.12,5.9,1.33,0,1942,-1942,6114
20190114,15105,14865,14865,15105,3543,121.15,5.9,0.89,-927,-897,1789,6042
20190111,14980,14850,14850,15235,3904,3.71,6.13,0.98,-3277,3516,-353,5992
20190110,15115,14850,14850,15115,2977,173.23,6.95,0.74,-1977,2389,-412,6046
20190109,14900,14550,14550,14900,778,1195.0,7.44,0.19,0,78,-78,5960
20190108,14575,14850,14575,14900,663,3.3,7.44,0.17,-44,-54,98,5830
20190107,14830,14675,14555,15005,5333,2673.96,7.45,1.33,306,-4537,-560,5932
20190104,14605,14400,14400,14680,1500,58.09,7.38,0.38,244,1026,-1367,5842
20190103,14330,14105,14105,14525,3271,233.33,7.32,0.82,0,-174,174,5732
20190102,14125,14125,14005,14125,128,900.0,7.32,0.03,0,-84,84,5650
20181228,14005,14000,14000,14035,142,22.67,7.32,0.04,0,75,-75,5602
20181227,13975,13800,13800,14055,22,125.0,7.32,0.01,0,9,-9,5590
20181226,13900,13825,13825,13900,27,0.0,7.32,0.01,0,7,-7,5560
20181224,13870,14100,13870,14100,19,5.88,7.32,0.0,0,15,-15,5548
20181221,13900,14245,13900,14245,31,0.0,7.32,0.01,0,0,0,5560
20181220,14035,14195,14035,14200,12420,0.54,7.32,3.1,-12334,12391,-57,5614
20181219,14045,13905,13905,14045,26,0.0,10.4,0.01,0,-22,22,5618
20181218,13970,14415,13935,14415,70,166.67,10.4,0.02,0,-32,32,5588
20181217,14150,14195,14115,14220,102,1250.0,10.4,0.03,0,-1,1,5660
20181214,14275,14145,14135,14290,249,247.37,10.4,0.06,0,-94,94,5710
20181213,14130,14095,14085,14150,446,882.22,10.4,0.11,0,437,-437,5652
20181212,14005,13995,13995,14010,16,100.0,10.4,0.0,0,15,-15,5602
20181211,13975,13805,13805,13975,65,0.0,10.4,0.02,0,29,-29,5590
20181210,13870,14010,13870,14010,7561,0.02,10.4,1.89,-7302,7237,65,5548
20181207,13990,14095,13990,14095,62,29.41,12.22,0.02,-30,10,20,5596
20181206,14070,14225,14070,14225,5154,0.0,12.23,1.29,-5079,5029,50,5628
20181205,14185,14225,14155,14225,24,33.33,13.5,0.01,0,0,0,5674
20181204,14100,14145,14100,14250,8331,69.87,13.5,2.08,-4886,8212,-3326,5640
20181203,14085,13845,13805,14175,31212,76.39,14.72,7.8,16856,-16839,-17,5634
20181130,13930,13895,13895,13930,7087,69.37,10.51,1.77,7079,-7079,0,5572
20181129,13970,13945,13840,14100,29041,54.43,8.74,7.26,29000,-28866,-134,5588
20181128,13975,13940,13935,13990,319,0.0,1.49,0.08,240,-11,-229,5590
20181127,13890,13950,13890,13960,71,115.62,1.43,0.02,0,7,-7,5556
20181126,14050,13885,13885,14075,257,121.05,1.43,0.06,0,237,-237,5620
20181123,13945,13800,13800,13945,677,158.12,1.43,0.17,0,177,-177,5578
20181122,13760,13740,13685,13760,1439,0.98,1.43,0.36,0,212,-212,5504
20181121,13610,13745,13610,13785,1490,0.96,1.43,0.37,0,1469,-1469,5444
20181120,13700,13660,13505,13700,1255,221.59,1.43,0.31,0,1236,-1236,5480
20181119,13565,13400,13400,13570,295,985.19,1.43,0.07,22,244,-266,5426
20181116,13430,13090,13090,13430,2575,21.89,1.42,0.64,0,146,-146,5372
20181115,13035,13085,13035,13085,2022,0.0,1.42,0.51,0,-21,21,5214
20181114,13085,12920,12920,13085,140,20.18,1.42,0.03,0,-26,26,5234
20181113,12935,13030,12885,13030,2298,8.56,1.42,0.57,0,-293,293,5174
20181112,13150,13115,13050,13150,2312,5.06,1.42,0.58,-1934,1850,84,5260
20181109,13175,13295,13080,13295,64,157.14,1.91,0.02,0,-49,49,5270
20181108,13305,13170,13150,13310,2947,2747.0,1.91,0.74,0,-796,796,5322
20181107,13300,13500,13300,13500,503,41.08,1.91,0.13,0,-473,473,5320
20181106,13550,13445,13445,13575,32,36.84,1.91,0.01,0,18,-18,5420
